date and time now = 21/02/2021 18:31:18
Ticker      24H Total    Recent    Prev    Change    Rockets    wallstreetbets    wallstreetbetsELITE    stocks    investing    SatoshiStreetBets    pennystocks    RobinHoodPennyStocks    StockMarket    Daytrading     Price    1DayChange%    50DayChange%    ChangeVol%  Float Shares    Industry                                Short/Float%
NEXT             2080      1954     126      1828          0               161                     40      1823            0                   10             14                       0             32             0     2.300          0.437          -4.173       -29.553  12626602        Oil & Gas E&P                           0.016900001
LINK             2022      1940      82      1858          0                10                      0      1818            0                   92             32                      38             32             0    14.400          4.956          36.852       -49.183  1060906         Electronic Components                   0.082200006
MOST             1944      1902      42      1860          0                 0                      4      1818            0                    0             90                       0             32             0     3.530          0.000          -1.671       -81.985  13687426        Health Information Services             N/A
NVDA             1907      1855      52      1803         39                52                      5      1818            0                    0              0                       0             32             0   597.060          0.657           8.564        -3.461  593441490       Semiconductors                          0.0112
OPEN             1885      1854      31      1823          0                 4                      0      1818            0                    0             31                       0             32             0    31.580          1.283          10.682        20.850  32670227        Real Estate Services                    N/A
PLUG             1874      1855      19      1836          0                15                      0      1827            0                    0              0                       0             32             0    55.890         11.268          -7.024       -15.267  397637888       Electrical Equipment & Parts            0.0837
AMD              1873      1779      94      1685         42              1766                      9        73           18                    0              0                       0              7             0    89.580          1.060          -1.555       -32.783  1204278811      Semiconductors                          0.0653
DKNG             1868      1854      14      1840          0                 9                      0      1818            0                    0              0                       0             41             0    60.910          4.513           9.204       -27.495  331542665       Gambling                                N/A
GDP              1861      1850      11      1839          0                11                      0      1818            0                    0              0                       0             32             0    10.710          0.469           3.785        20.313  7644843         Oil & Gas E&P                           0.026600001
CRM              1861      1855       6      1849          0                 5                      0      1824            0                    0              0                       0             32             0   246.560         -0.182           7.711       -51.416  881748900       Software—Application                    0.0293
JMIA             1860      1850      10      1840          0                10                      0      1818            0                    0              0                       0             32             0    55.920          2.549           6.447       -70.820  71067465        Internet Retail                         N/A
OSTK             1857      1850       7      1843          0                 0                      0      1825            0                    0              0                       0             32             0   101.200          4.030          29.870       -47.580  42141174        Internet Retail                         0.1099
LPL              1855      1855       0      1855          0                 5                      0      1818            0                    0              0                       0             32             0    11.190          3.803          11.798        29.599  444342693       Consumer Electronics                    N/A
MRNA             1854      1850       4      1846          0                 0                      4      1818            0                    0              0                       0             32             0   174.740          3.049          16.851       -72.603  324379401       Biotechnology                           0.0657
MTD              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0  1165.450          1.299          -3.203        24.103  23025797        Diagnostics & Research                  0.0221
IVW              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0    66.130         -0.646           1.429       140.331  N/A             N/A                                     N/A
IWO              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   327.070          2.085           4.199        -7.004  N/A             N/A                                     N/A
IJT              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   131.000          1.370           4.249       -61.598  N/A             N/A                                     N/A
DVY              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   105.530          1.354           4.807        -3.905  N/A             N/A                                     N/A
IJS              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0    94.040          1.830           5.267       -48.356  N/A             N/A                                     N/A
TREE             1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   344.650          3.415           7.843       -41.909  11383899        Mortgage Finance                        0.2504
IJR              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   105.990          1.698           4.847       -44.518  N/A             N/A                                     N/A
DPZ              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   371.460         -1.506          -1.974        -2.539  39114257        Restaurants                             0.0437
TJX              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0    67.690         -0.893           0.296       -37.139  1198614126      Apparel Retail                          0.0082
IVE              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   134.340          0.314           2.591       225.903  N/A             N/A                                     N/A
IWN              1850      1850       0      1850          0                 0                      0      1818            0                    0              0                       0             32             0   152.190          2.079           5.588        -1.475  N/A             N/A                                     N/A
BTT              1665       721     944      -223         27                15                      0         0            0                 1645              0                       5              0             0    25.310         -0.315          -1.385        34.725  N/A             Asset Management                        0.0002
ABC              1499      1499       0      1499          0              1487                      0         0            4                    0              8                       0              0             0   105.870          0.580          -0.108       -22.997  147337251       Medical Distribution                    0.0186
BOTH             1345        65    1280     -1215          0                88                     65      1192            0                    0              0                       0              0             0     1.120          0.000          -1.597        81.818  134863          Shell Companies                         N/A
TSLA              948       640     308       332         11               840                     13        23            0                    0             33                      14             25             0   781.300         -0.772          -5.643       -53.726  771530247       Auto Manufacturers                      0.0679
ARE               872       332     540      -208         34                72                    535         0            0                    4              5                     240             16             0   166.240         -1.230          -1.488        -4.167  134981353       REIT—Office                             0.0506
HAS               865       817      48       769          0               673                    156         0            0                    0             36                       0              0             0    90.000         -1.564          -4.888       -21.158  127777392       Leisure                                 0.048
TELL              836       173     663      -490          0               174                      0         0            0                  662              0                       0              0             0     3.580          4.070          28.162       -39.194  190499488       Oil & Gas E&P                           0.1674
PSA               820       810      10       800          0               735                      0         0            0                    5             80                       0              0             0   234.700         -0.128           3.424       -14.926  151542826       REIT—Industrial                         0.022
TRX               765        63     702      -639          0                15                      5         0            0                  745              0                       0              0             0     0.802          2.166          10.551         1.424  202989766       Gold                                    0.0104
RSI               745       638     107       531          0               575                     22         0            0                   61             53                       5              0            29    19.750          4.277          -6.231       -26.498  N/A             Gambling                                N/A
KNOW              742        25     717      -692         11                59                     14        11            0                  658              0                       0              0             0    35.829         -0.243           0.000         0.000  N/A             N/A                                     N/A
ALPP              727         8     719      -711          0                 0                      0         0            0                    0            727                       0              0             0     6.880          7.668          44.250       -35.322  111129599       Electronic Components                   N/A
INFO              717       717       0       717          0               717                      0         0            0                    0              0                       0              0             0    93.200          0.355           4.272       -47.454  394259945       Consulting Services                     0.0149
IQST              684        13     671      -658          1                 0                      0         0            0                    0            684                       0              0             0     1.439          8.195         176.200       -30.300  71188876        Telecom Services                        N/A
DON               677        19     658      -639          5                 5                      9         0            0                  663              0                       0              0             0    37.990          1.334           3.636       -28.011  N/A             N/A                                     N/A
VET               676       149     527      -378          2                 0                      0         0            0                  676              0                       0              0             0     5.520         -0.181           7.071         2.044  154557788       Oil & Gas E&P                           N/A
MNXXF             671         0     671      -671          0                 0                      0         0            0                    0            671                       0              0             0     0.610         -4.461          28.326       -36.301  105156435       Other Industrial Metals & Mining        N/A
ONE               654       165     489      -324         12               217                    263         0            0                   78             96                       0              0             0     4.210         -0.941           9.162       -25.486  67957305        Education & Training Services           N/A
EPS               643       478     165       313          2               493                     36        43           33                    0              0                      38              0             0    41.849         -0.144           1.852       -48.543  N/A             N/A                                     N/A
PICK              569       569       0       569          0                 0                    569         0            0                    0              0                       0              0             0    42.890          2.461           8.549        78.665  N/A             N/A                                     N/A
UBS               544         6     538      -532          0               538                      0         0            0                    0              0                       0              6             0    15.520          0.976           2.930       -39.227  3536342122      Banks—Diversified                       0.0019
SHO               538         0     538      -538          0               538                      0         0            0                    0              0                       0              0             0    12.620          3.954          12.426       -15.223  212337941       REIT—Hotel & Motel                      0.033099998
ADV               538         0     538      -538          0               538                      0         0            0                    0              0                       0              0             0    10.050          0.000          -8.902       -43.240  N/A             Advertising Agencies                    N/A
CTXR              510       320     190       130          0                35                      0         0            0                    0            196                     274              5             0     2.060         32.051          60.957      2191.179  56834269        Biotechnology                           0.041199997
SIGN              471       466       5       461         10               430                     41         0            0                    0              0                       0              0             0     0.335         -0.298          26.343       -31.605  17633232        Conglomerates                           N/A
LOW               457       452       5       447          0               420                      0         0            0                    0              5                       0             32             0   177.540          0.214           3.815       -42.461  732004791       Home Improvement Retail                 0.010299999
OBSV              450       207     243       -36          0                 0                      0       100            5                    0             35                     310              0             0     5.050         27.204          44.473       219.564  41672780        Biotechnology                           0.0544
VERY              444        65     379      -314          4                12                    338         0            0                    5             89                       0              0             0    10.420          4.096          10.162        89.710  1841228         Insurance—Life                          0.0084
RIO               442       442       0       442          0               420                      0         7            8                    0              0                       0              7             0    89.990          2.157           9.832        -0.917  1420747300      Other Industrial Metals & Mining        N/A
LOOP              422         0     422      -422          0                 0                    422         0            0                    0              0                       0              0             0    11.190          7.184           8.259       -49.261  18989882        Specialty Chemicals                     0.0643
MARK              422         0     422      -422          0                 0                    422         0            0                    0              0                       0              0             0     3.850         13.235          26.368         6.515  91205326        Internet Content & Information          0.0962
NHS               420       420       0       420          0               420                      0         0            0                    0              0                       0              0             0    12.230         -0.245           2.491       -49.838  N/A             Asset Management                        N/A
TECH              420       420       0       420          0               420                      0         0            0                    0              0                       0              0             0   389.550         -1.896           8.851        16.815  38542374        Biotechnology                           0.009
SPY               419        39     380      -341          3                61                      0       329           15                    0              0                       0              9             5   390.030         -0.177           2.001        31.801  N/A             N/A                                     N/A
ETH               412       168     244       -76          7                 0                     13         6            5                  356             32                       0              0             0    25.000          3.178           5.993       -17.676  21778492        Furnishings, Fixtures & Appliances      0.0868
AAPL              392       340      52       288          3                26                      4        33            5                    0             73                       0            237            14   129.870          0.123          -2.760       -15.782  16770804261     Consumer Electronics                    0.0055
SNDL              391       227     164        63          0               230                     58         5            5                    0             25                      58              5             5     1.530          5.517          42.029        43.746  436611788       Drug Manufacturers—Specialty & Generic  0.0552
BRO               391         5     386      -381          0               391                      0         0            0                    0              0                       0              0             0    45.590          2.866          -0.129        27.120  232117051       Insurance Brokers                       0.0168
ROLL              375       375       0       375          0                 0                    375         0            0                    0              0                       0              0             0   190.080          3.192           4.428       -12.998  24328258        Tools & Accessories                     0.015
ZOM               334        39     295      -256          0                10                      6         0            0                    0             71                     242              5             0     2.280          3.167          67.879       -70.829  526530736       Drug Manufacturers—Specialty & Generic  0.0777
CASH              333        53     280      -227          0                18                    275         0            0                   40              0                       0              0             0    43.500          1.541           8.075       -67.496  31526260        Banks—Regional                          0.0388
CAN               320       123     197       -74         37               135                    170         0            5                    0              0                       0              5             5    24.790         43.047         216.175       274.244  80825530        Computer Hardware                       N/A
ASRT              316       228      88       140          0                15                     21         0            0                    0              5                     270              5             0     1.080          2.857          40.315        56.421  105444453       Drug Manufacturers—Specialty & Generic  0.0222
NEW               308       256      52       204         17                51                    173         5            0                   21             53                       0              0             5     8.500          1.190          24.539       110.297  42190743        Education & Training Services           N/A
AGTC              277        14     263      -249          0                15                      0         0            0                    0              5                     257              0             0     7.030         -3.830          39.913       116.152  36253651        Biotechnology                           0.051
ALV               266         0     266      -266          0                 0                      0         0          266                    0              0                       0              0             0    93.510          3.808           1.806        39.108  81301291        Auto Parts                              0.013099999
MVIS              266       198      68       130          0                57                    156        10            0                    0             22                       5             16             0    20.500         13.636         103.753       -37.049  145449879       Scientific & Technical Instruments      0.1495
UAL               248       168      80        88          0               121                      0        32            0                    0              0                       0             95             0    48.030          6.828          11.026        32.596  311053145       Airlines                                0.0598
BEEN              245       156      89        67          2                 0                    169         0            0                   76              0                       0              0             0     1.190          0.000          -8.921       -84.351  N/A             Waste Management                        N/A
LTC               245         4     241      -237          0                 5                      8         0            0                  232              0                       0              0             0    40.680         -0.270           1.258        17.921  38447570        REIT—Healthcare Facilities              0.036199998
EST               244       232      12       220          0                37                      0        26            0                  176              5                       0              0             0     0.000          0.000           0.000         0.000  N/A             N/A                                     N/A
CBD               242       225      17       208          0                45                      0        19           36                    0            116                       5             21             0    16.500          4.298          11.432        28.858  156783223       Department Stores                       N/A
HUGE              238       134     104        30          7               105                     46        14            0                   40             17                       0             16             0     2.490          3.750           9.809       -41.575  16950624        Drug Manufacturers—Specialty & Generic  N/A
FREE              237       153      84        69          7                59                     72        19            5                   25             28                      15              9             5    13.790         -0.791          12.248       -29.908  32591579        Packaged Foods                          0.0425
HCMC              230        99     131       -32          4                55                     75         0            0                    0            100                       0              0             0     0.004        -12.500         126.223       -67.133  91485328789     Grocery Stores                          0.0074
EFT               224         0     224      -224          0               224                      0         0            0                    0              0                       0              0             0    13.900          0.506           1.494       -35.133  N/A             Asset Management                        N/A
ASTI              224        17     207      -190          0                17                      0         0            0                    0            207                       0              0             0     0.044         24.788          65.933        18.081  8184359013      Solar                                   0.0385
HCI               223       223       0       223          0                 0                      0         0            0                    0              0                     223              0             0    59.360         -0.235           5.532        74.350  6230714         Insurance—Property & Casualty           0.0754
PUMP              207       196      11       185          7                 0                      0         0            0                   32            175                       0              0             0     9.480          1.826          10.556       -58.326  71996221        Oil & Gas Equipment & Services          0.0255
PULM              201       117      84        33          0                 0                      0         0            0                    0            119                      77              5             0     1.920         10.345          21.170       175.381  34387527        Biotechnology                           0.0027
POST              195       186       9       177          4                10                    185         0            0                    0              0                       0              0             0    97.700         -0.235          -0.427       -38.016  52444079        Packaged Foods                          0.035
WANT              194       105      89        16          1                 0                     98         0            0                    0             96                       0              0             0    58.820         -1.672           1.857       -36.768  N/A             N/A                                     N/A
VPN               192       175      17       158          0                 0                      0         0            0                  192              0                       0              0             0    16.240          0.433           2.088       -25.097  N/A             N/A                                     N/A
SOS               188       106      82        24          0                33                     16        11           10                    0             46                       8             64             0    11.270          5.822         183.533       149.968  N/A             Software—Infrastructure                 N/A
RKT               184        54     130       -76          2               143                      4         5            0                    0              0                       0             32             0    20.270          0.997          -1.929       -48.185  104277185       Mortgage Finance                        0.3076
INND              183       179       4       175          0                 0                      0         0            0                    0            183                       0              0             0     0.023        -28.302          22.177       174.922  245424555       Medical Instruments & Supplies          N/A
CCIV              177        95      82        13          7               121                     15        20            5                    0              6                       0             10             0    52.940         -8.803         102.213        73.493  N/A             Shell Companies                         N/A
GTE               171       146      25       121          3                 5                    147         0            0                    0              5                      14              0             0     0.950          2.151          47.321       -17.511  313827947       Oil & Gas E&P                           0.0033000002
CVS               170       108      62        46          0                 0                      0        14           39                    0            100                       8              9             0    70.420         -1.538          -3.909        -7.733  1308627308      Healthcare Plans                        0.0119
REAL              165        55     110       -55          0               106                     54         0            0                    0              0                       0              5             0    28.220          1.694          10.820       -34.037  72085180        Specialty Retail                        0.1926
AABB              165       135      30       105          1                30                      0         0            0                    0            130                       0              5             0     0.314          4.284         494.230        56.726  N/A             Other Industrial Metals & Mining        N/A
GOOD              163         4     159      -155          0               121                     42         0            0                    0              0                       0              0             0    18.630         -0.161           1.516        -5.707  32880173        REIT—Diversified                        0.0099
FIND              157         0     157      -157          0               157                      0         0            0                    0              0                       0              0             0     0.013         -3.846          73.079       606.565  580069279       Chemicals                               N/A
CRON              157       157       0       157          0                40                      0        13           41                    0              0                       0             53            10    12.300          4.949          11.800       -34.262  189769814       Drug Manufacturers—Specialty & Generic  0.13949999
SANP              157        83      74         9          2                 0                      5         0            0                    0            147                       5              0             0     0.011         13.000         413.430        72.742  N/A             Software—Infrastructure                 N/A
TSNP              152       118      34        84          0                10                      0         0            0                    0            142                       0              0             0     1.070         36.306          73.784       -23.327  N/A             Furnishings, Fixtures & Appliances      N/A
NYC               151         0     151      -151          2               134                      0         0            0                    0              0                       0             17             0     9.900         -0.503           4.229       -27.875  6386878         REIT—Office                             N/A
PVDG              149         8     141      -133          0                 0                      0         0            0                    0            149                       0              0             0     0.085          6.500         164.139       -27.073  95624329        Utilities—Renewable                     N/A
API               143       143       0       143          0                10                      0        11            4                    0            118                       0              0             0    98.080          5.987          49.251         5.160  23596805        Software—Application                    N/A
DEX               139       121      18       103          1                 0                      0         0            0                  139              0                       0              0             0     9.710         -0.410           0.062        14.911  N/A             Asset Management                        N/A
XRT               135        15     120      -105          0                50                      0         0            0                    0              0                       0             85             0    79.150          1.487           3.999       -60.374  N/A             N/A                                     N/A
ALOT              134       134       0       134          0                 0                    134         0            0                    0              0                       0              0             0    11.180          1.729           3.261       283.810  6449924         Computer Hardware                       0.006
SSFT              133        53      80       -27          1                 0                      0         0            0                    0            128                       5              0             0     0.320         -5.882          90.410       109.028  N/A             Information Technology Services         N/A
SSY               127        33      94       -61         13                32                     34         0            0                    0             49                       0              7             5     2.380          7.207          41.539       177.165  5045680         Pharmaceutical Retailers                0.0074
SENS              127       117      10       107          0               113                      0         0            0                    0             14                       0              0             0     4.630          2.661          78.245         7.665  166925549       Diagnostics & Research                  0.1683
CBDD              126       111      15        96          0                 0                     20         0            0                    0            101                       0              5             0     0.025          0.806          11.152       -75.369  N/A             Internet Retail                         N/A
OZSC              126        44      82       -38          5                19                      0         0            0                    0            102                       0              5             0     0.312         32.766          99.979       -48.454  N/A             Electrical Equipment & Parts            N/A
TTM               125        23     102       -79          0                74                      0        51            0                    0              0                       0              0             0    21.430         -2.012          12.970       -33.952  389726980       Auto Manufacturers                      N/A
TRC               124       124       0       124          0                 0                      0         0            0                  124              0                       0              0             0    16.690          2.205           3.065       -26.947  20678837        Conglomerates                           0.0202
NVCN              124       102      22        80          0                 0                      0         0            0                    0             35                      89              0             0     1.860         -3.627          31.915        20.276  20322852        Medical Devices                         0.037100002
RIOT              123        90      33        57         26                45                     10         5            0                    0             33                       0             30             0    71.330         14.993         136.055       127.818  49446718        Software—Application                    0.17940001
AAL               118        74      44        30          7                89                      0        10            0                    0             10                       0              9             0    18.680          5.477          12.905       -34.812  633515722       Airlines                                0.21030001
GSV               118         0     118      -118          0                 0                      0         0            0                    0              0                     118              0             0     0.751          1.446           3.740        68.739  293615865       Gold                                    0.0138
ENG               115       115       0       115          0                 5                      0         0            0                    0            110                       0              0             0     6.230          2.636          -6.333       -75.461  15650336        Engineering & Construction              0.0938
AGI               114       103      11        92          6                40                      0         0           36                    6              0                       5             27             0     7.420         -3.133         -10.104        70.258  390993362       Gold                                    N/A
STHC              113         0     113      -113          0                 9                      0         0            0                    0            104                       0              0             0     0.084         36.143          41.048        69.471  N/A             Real Estate Services                    N/A
INC               112        94      18        76          0                15                      4         9            0                    0             78                       0              6             0    99.426          0.057        5274.400       500.000  N/A             N/A                                     N/A
RYCEY             112        32      80       -48          9                75                     12        20            0                    0              0                       5              0             0     1.425          4.015          -1.704        -7.059  1895892530      Aerospace & Defense                     N/A
BAND              112         0     112      -112          1                 0                    112         0            0                    0              0                       0              0             0   188.830          1.135           9.651       -38.365  20009516        Software—Infrastructure                 0.2053
WHEN              111        15      96       -81         12                25                     86         0            0                    0              0                       0              0             0     0.004         18.919         137.643        -4.984  N/A             Software—Application                    N/A
ERC               110        11      99       -88          7                 0                      0         0            0                  110              0                       0              0             0    12.390         -0.242           0.752       -30.003  N/A             Asset Management                        N/A
CLOV              109        22      87       -65          0                20                      0        27           44                    0              0                       0             18             0    10.980          1.385         -22.331        30.030  11450066        Healthcare Plans                        N/A
TERM              107         5     102       -97          0                37                      0         0            0                    0             59                       0             11             0    19.690          0.612           3.216       -73.698  N/A             N/A                                     N/A
SEE               106       102       4        98          0                 0                     10         0            0                    0             96                       0              0             0    43.660          1.890          -1.917        66.051  153725900       Packaging & Containers                  0.0167
OPTI              106       101       5        96          0                 0                      0         0            0                    0            101                       0              5             0     0.296         -4.534          51.774       -44.732  9588625         Auto Parts                              N/A
EUR               102       102       0       102          1                 0                      0         0            0                  102              0                       0              0             0     0.000          0.000           0.000         0.000  N/A             N/A                                     N/A
MSFT              102        41      61       -20          0                17                      0        80            0                    0              0                       0              5             0   240.970         -1.157           4.424       -10.401  7430817240      Software—Infrastructure                 0.0058999998
GAIN              102        21      81       -60          0                16                      0        16            0                   64              0                       0              6             0    11.880          0.423           8.610       -49.512  N/A             Asset Management                        0.015700001
NEAR              101         5      96       -91          2                 5                     96         0            0                    0              0                       0              0             0    50.245         -0.010           0.053       -29.283  N/A             N/A                                     N/A
SLM               101         0     101      -101          0               101                      0         0            0                    0              0                       0              0             0    15.055          0.434           7.573        52.958  340243227       Credit Services                         0.0511
